sample_id,group,label,source_split,split
cloves_2.csv::w7,data\raw\SmellNet\base_data\training\cloves\cloves_2.csv,cloves,train,train
cloves_2.csv::w8,data\raw\SmellNet\base_data\training\cloves\cloves_2.csv,cloves,train,train
cloves_3.csv::w0,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w1,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w2,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w3,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w4,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w5,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w6,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w7,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_3.csv::w8,data\raw\SmellNet\base_data\training\cloves\cloves_3.csv,cloves,train,train
cloves_4.csv::w0,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w1,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w2,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w3,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w4,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w5,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w6,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w7,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_4.csv::w8,data\raw\SmellNet\base_data\training\cloves\cloves_4.csv,cloves,train,train
cloves_5.csv::w0,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w1,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w2,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w3,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w4,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w5,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w6,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w7,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
cloves_5.csv::w8,data\raw\SmellNet\base_data\training\cloves\cloves_5.csv,cloves,train,train
coriander_1.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w7,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_1.csv::w8,data\raw\SmellNet\base_data\training\coriander\coriander_1.csv,coriander,train,val
coriander_2.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w7,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_2.csv::w8,data\raw\SmellNet\base_data\training\coriander\coriander_2.csv,coriander,train,train
coriander_3.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w7,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_3.csv::w8,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train,train
coriander_4.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w7,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_4.csv::w8,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,train,train
coriander_5.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w7,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
coriander_5.csv::w8,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train,train
cumin_1.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w7,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_1.csv::w8,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train,train
cumin_2.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w7,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_2.csv::w8,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train,val
cumin_3.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w7,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_3.csv::w8,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,train,train
cumin_4.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w7,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_4.csv::w8,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train,train
cumin_5.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w7,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
cumin_5.csv::w8,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train,train
dill_1.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w7,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_1.csv::w8,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,train,train
dill_2.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w7,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_2.csv::w8,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train,train
dill_3.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w7,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_3.csv::w8,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,train,train
dill_4.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w7,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_4.csv::w8,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,train,train
dill_5.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w7,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
dill_5.csv::w8,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train,val
garlic_1.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w7,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_1.csv::w8,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train,val
garlic_2.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w7,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_2.csv::w8,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train,train
garlic_3.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w7,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_3.csv::w8,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train,train
garlic_4.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w7,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_4.csv::w8,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train,train
garlic_5.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w7,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
garlic_5.csv::w8,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,train,train
ginger_1.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w7,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_1.csv::w8,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,train,val
ginger_2.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w7,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_2.csv::w8,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train,train
ginger_3.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w7,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_3.csv::w8,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train,train
ginger_4.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w7,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_4.csv::w8,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train,train
ginger_5.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w7,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
ginger_5.csv::w8,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,train,train
hazelnut_1.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w7,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_1.csv::w8,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train,train
hazelnut_2.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w7,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_2.csv::w8,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train,train
hazelnut_3.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
hazelnut_3.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
hazelnut_3.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
hazelnut_3.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
hazelnut_3.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
hazelnut_3.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
hazelnut_3.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,train,train
