sample_id,group,label,split
coriander_3.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_3.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_3.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_3.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_3.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_3.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_3.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_3.csv,coriander,train
coriander_4.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_4.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_4.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_4.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_4.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_4.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_4.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_4.csv,coriander,test
coriander_5.csv::w0,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
coriander_5.csv::w1,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
coriander_5.csv::w2,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
coriander_5.csv::w3,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
coriander_5.csv::w4,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
coriander_5.csv::w5,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
coriander_5.csv::w6,data\raw\SmellNet\base_data\training\coriander\coriander_5.csv,coriander,train
cumin_1.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_1.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_1.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_1.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_1.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_1.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_1.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_1.csv,cumin,train
cumin_2.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_2.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_2.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_2.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_2.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_2.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_2.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_2.csv,cumin,train
cumin_3.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_3.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_3.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_3.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_3.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_3.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_3.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_3.csv,cumin,test
cumin_4.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_4.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_4.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_4.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_4.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_4.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_4.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_4.csv,cumin,train
cumin_5.csv::w0,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
cumin_5.csv::w1,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
cumin_5.csv::w2,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
cumin_5.csv::w3,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
cumin_5.csv::w4,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
cumin_5.csv::w5,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
cumin_5.csv::w6,data\raw\SmellNet\base_data\training\cumin\cumin_5.csv,cumin,train
dill_1.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_1.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_1.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_1.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_1.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_1.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_1.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_1.csv,dill,val
dill_2.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_2.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_2.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_2.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_2.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_2.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_2.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_2.csv,dill,train
dill_3.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_3.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_3.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_3.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_3.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_3.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_3.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_3.csv,dill,test
dill_4.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_4.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_4.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_4.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_4.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_4.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_4.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_4.csv,dill,val
dill_5.csv::w0,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
dill_5.csv::w1,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
dill_5.csv::w2,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
dill_5.csv::w3,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
dill_5.csv::w4,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
dill_5.csv::w5,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
dill_5.csv::w6,data\raw\SmellNet\base_data\training\dill\dill_5.csv,dill,train
garlic_1.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_1.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_1.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_1.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_1.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_1.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_1.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_1.csv,garlic,train
garlic_2.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_2.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_2.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_2.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_2.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_2.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_2.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_2.csv,garlic,train
garlic_3.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_3.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_3.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_3.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_3.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_3.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_3.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_3.csv,garlic,train
garlic_4.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_4.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_4.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_4.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_4.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_4.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_4.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_4.csv,garlic,train
garlic_5.csv::w0,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
garlic_5.csv::w1,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
garlic_5.csv::w2,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
garlic_5.csv::w3,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
garlic_5.csv::w4,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
garlic_5.csv::w5,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
garlic_5.csv::w6,data\raw\SmellNet\base_data\training\garlic\garlic_5.csv,garlic,test
ginger_1.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_1.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_1.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_1.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_1.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_1.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_1.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_1.csv,ginger,test
ginger_2.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_2.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_2.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_2.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_2.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_2.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_2.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_2.csv,ginger,train
ginger_3.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_3.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_3.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_3.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_3.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_3.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_3.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_3.csv,ginger,train
ginger_4.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_4.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_4.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_4.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_4.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_4.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_4.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_4.csv,ginger,train
ginger_5.csv::w0,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
ginger_5.csv::w1,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
ginger_5.csv::w2,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
ginger_5.csv::w3,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
ginger_5.csv::w4,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
ginger_5.csv::w5,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
ginger_5.csv::w6,data\raw\SmellNet\base_data\training\ginger\ginger_5.csv,ginger,val
hazelnut_1.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_1.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_1.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_1.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_1.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_1.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_1.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_1.csv,hazelnut,train
hazelnut_2.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_2.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_2.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_2.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_2.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_2.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_2.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_2.csv,hazelnut,train
hazelnut_3.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_3.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_3.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_3.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_3.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_3.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_3.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_3.csv,hazelnut,val
hazelnut_4.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_4.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_4.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_4.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_4.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_4.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_4.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_4.csv,hazelnut,train
hazelnut_5.csv::w0,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
hazelnut_5.csv::w1,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
hazelnut_5.csv::w2,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
hazelnut_5.csv::w3,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
hazelnut_5.csv::w4,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
hazelnut_5.csv::w5,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
hazelnut_5.csv::w6,data\raw\SmellNet\base_data\training\hazelnut\hazelnut_5.csv,hazelnut,train
kiwi_1.csv::w0,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_1.csv::w1,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_1.csv::w2,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_1.csv::w3,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_1.csv::w4,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_1.csv::w5,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_1.csv::w6,data\raw\SmellNet\base_data\training\kiwi\kiwi_1.csv,kiwi,test
kiwi_2.csv::w0,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_2.csv::w1,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_2.csv::w2,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_2.csv::w3,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_2.csv::w4,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_2.csv::w5,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_2.csv::w6,data\raw\SmellNet\base_data\training\kiwi\kiwi_2.csv,kiwi,train
kiwi_3.csv::w0,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_3.csv::w1,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_3.csv::w2,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_3.csv::w3,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_3.csv::w4,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_3.csv::w5,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_3.csv::w6,data\raw\SmellNet\base_data\training\kiwi\kiwi_3.csv,kiwi,val
kiwi_4.csv::w0,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_4.csv::w1,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_4.csv::w2,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_4.csv::w3,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_4.csv::w4,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_4.csv::w5,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_4.csv::w6,data\raw\SmellNet\base_data\training\kiwi\kiwi_4.csv,kiwi,train
kiwi_5.csv::w0,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
kiwi_5.csv::w1,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
kiwi_5.csv::w2,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
kiwi_5.csv::w3,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
kiwi_5.csv::w4,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
kiwi_5.csv::w5,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
kiwi_5.csv::w6,data\raw\SmellNet\base_data\training\kiwi\kiwi_5.csv,kiwi,train
lemon_1.csv::w0,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_1.csv::w1,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_1.csv::w2,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_1.csv::w3,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_1.csv::w4,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_1.csv::w5,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_1.csv::w6,data\raw\SmellNet\base_data\training\lemon\lemon_1.csv,lemon,test
lemon_2.csv::w0,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_2.csv::w1,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_2.csv::w2,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_2.csv::w3,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_2.csv::w4,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_2.csv::w5,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_2.csv::w6,data\raw\SmellNet\base_data\training\lemon\lemon_2.csv,lemon,train
lemon_3.csv::w0,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_3.csv::w1,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_3.csv::w2,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_3.csv::w3,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_3.csv::w4,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_3.csv::w5,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_3.csv::w6,data\raw\SmellNet\base_data\training\lemon\lemon_3.csv,lemon,test
lemon_4.csv::w0,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_4.csv::w1,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_4.csv::w2,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_4.csv::w3,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_4.csv::w4,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_4.csv::w5,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_4.csv::w6,data\raw\SmellNet\base_data\training\lemon\lemon_4.csv,lemon,train
lemon_5.csv::w0,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
lemon_5.csv::w1,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
lemon_5.csv::w2,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
lemon_5.csv::w3,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
lemon_5.csv::w4,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
lemon_5.csv::w5,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
lemon_5.csv::w6,data\raw\SmellNet\base_data\training\lemon\lemon_5.csv,lemon,train
mandarin_orange_1.csv::w0,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_1.csv::w1,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_1.csv::w2,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_1.csv::w3,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_1.csv::w4,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_1.csv::w5,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_1.csv::w6,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_1.csv,mandarin_orange,train
mandarin_orange_2.csv::w0,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
mandarin_orange_2.csv::w1,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
mandarin_orange_2.csv::w2,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
mandarin_orange_2.csv::w3,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
mandarin_orange_2.csv::w4,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
mandarin_orange_2.csv::w5,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
mandarin_orange_2.csv::w6,data\raw\SmellNet\base_data\training\mandarin_orange\mandarin_orange_2.csv,mandarin_orange,val
